sid	pair	pair_bad	pair_dup	pair_map	pair_map_hq	pair_map_hq0	pair_map0	pair_orphan	pair_orphan_hq	pair_orphan_hq0	pair_orphan0	pair_unmap	unpair	unpair_bad	unpair_dup	unpair_map	unpair_map_hq	unpair_map_hq0	unpair_map0	unpair_unmap
SRR4448692	21206047	0	20358107	192323	38936	4701	48411	330	119	22	77	546203	0	0	0	0	0	0	0	0
SRR4448693	1065482	0	994097	38040	11983	1602	9784	83	49	10	22	29468	0	0	0	0	0	0	0	0
SRR4448694	1197505	0	1125507	36192	13890	1928	9010	108	49	7	15	30266	0	0	0	0	0	0	0	0
SRR4448695	1042076	0	971243	35608	13059	1772	8456	104	56	11	22	30015	0	0	0	0	0	0	0	0
SRR4448696	743244	0	691603	28772	11397	1580	7051	83	47	9	16	19031	0	0	0	0	0	0	0	0
SRR4448697	1088277	0	1021222	32731	13155	1844	7955	96	55	8	18	28694	0	0	0	0	0	0	0	0
SRR4448698	1528910	0	1441879	43437	13840	1950	11204	88	55	14	19	39098	0	0	0	0	0	0	0	0
SRR4448699	998969	0	933313	35140	13112	1782	8446	99	50	10	22	26895	0	0	0	0	0	0	0	0
SRR4448700	1054265	0	992277	35923	11937	1654	9540	56	30	1	7	23949	0	0	0	0	0	0	0	0
SRR4448701	740805	0	676938	14621	6981	1059	3307	63	25	3	11	46146	0	0	0	0	0	0	0	0
SRR4448702	248820	0	230409	9919	4640	2016	4844	23	7	1	7	7003	0	0	0	0	0	0	0	0
SRR4448703	2231511	0	2093511	57087	14331	1885	14789	106	54	11	23	73434	0	0	0	0	0	0	0	0
SRR4448704	1771893	0	1634149	43625	12773	2239	12181	319	148	119	246	87516	0	0	0	0	0	0	0	0
SRR4448705	1677287	0	1566125	39537	13523	2032	10208	108	53	3	20	60921	0	0	0	0	0	0	0	0
SRR4448706	1386166	0	1292999	38406	13778	1962	9229	83	48	11	20	48967	0	0	0	0	0	0	0	0
SRR4448707	581902	0	532512	24161	6128	875	6628	55	27	3	12	22346	0	0	0	0	0	0	0	0
SRR4448708	2461544	0	2326358	59269	17661	2479	15254	150	66	18	39	66401	0	0	0	0	0	0	0	0
SRR4448709	1915019	0	1805265	47012	15668	2085	11633	98	55	6	11	54557	0	0	0	0	0	0	0	0
SRR4448710	607109	0	550275	43437	5957	829	11488	55	24	2	13	11351	0	0	0	0	0	0	0	0
SRR4448711	1032277	0	961605	43552	12480	1757	10617	105	55	11	27	22402	0	0	0	0	0	0	0	0
SRR4448712	495758	0	457860	24128	9555	1359	5905	58	37	7	10	11478	0	0	0	0	0	0	0	0
SRR4448713	981139	0	917965	32189	11555	1576	7957	88	47	5	12	27002	0	0	0	0	0	0	0	0
SRR4448714	771159	0	718256	29962	11385	1495	6995	69	40	8	19	19499	0	0	0	0	0	0	0	0
SRR4448715	1137442	0	1067788	34776	13670	1917	8252	86	51	12	15	30561	0	0	0	0	0	0	0	0
SRR4448716	798976	0	740286	31092	12316	1655	7101	86	41	7	23	23702	0	0	0	0	0	0	0	0
SRR4448717	1040472	0	966734	31523	12646	1713	7457	79	45	7	13	37431	0	0	0	0	0	0	0	0
SRR4448718	1546480	0	1441444	47965	17159	2585	11957	289	161	103	171	50322	0	0	0	0	0	0	0	0
SRR4448719	959098	0	893255	37420	13306	1765	9186	83	45	5	9	24464	0	0	0	0	0	0	0	0
SRR4448720	1521885	0	1434419	41268	15307	2004	9551	94	48	13	26	40939	0	0	0	0	0	0	0	0
SRR4448721	823480	0	767176	29642	12343	1657	6688	84	45	9	13	22840	0	0	0	0	0	0	0	0
SRR4448722	333879	0	307578	16174	8050	1191	3658	55	30	7	13	8878	0	0	0	0	0	0	0	0
SRR4448723	3082883	0	2933784	61023	18683	2584	15700	148	63	17	34	77179	0	0	0	0	0	0	0	0
SRR4448724	2012565	0	1891069	44618	14068	1881	11239	152	73	5	25	65713	0	0	0	0	0	0	0	0
SRR4448725	2559508	0	2416769	55566	17679	2565	14550	120	61	9	20	74821	0	0	0	0	0	0	0	0
SRR4448726	1790487	0	1686820	38673	13387	1997	9151	95	51	9	19	56645	0	0	0	0	0	0	0	0
SRR4448727	1565473	0	1455578	30349	13326	2055	7285	102	52	6	15	72833	0	0	0	0	0	0	0	0
SRR4448728	1796288	0	1697222	43544	15013	2129	10724	93	44	11	28	46893	0	0	0	0	0	0	0	0
SRR4448729	1663671	0	1567520	40881	14374	2045	10169	106	53	10	23	49844	0	0	0	0	0	0	0	0
SRR4448730	1572024	0	1480031	38579	14876	2157	9147	92	52	7	19	47052	0	0	0	0	0	0	0	0
SRR4448731	1813380	0	1715230	43754	16023	2355	10627	95	50	8	19	49940	0	0	0	0	0	0	0	0
SRR4448732	2536748	0	2385326	52479	17152	2490	13334	121	59	12	29	89085	0	0	0	0	0	0	0	0
SRR4448733	2301763	0	2157499	54112	14392	1914	14312	103	48	12	21	82729	0	0	0	0	0	0	0	0
SRR4448734	1266756	0	1185786	39510	13409	1743	9559	85	52	7	15	34827	0	0	0	0	0	0	0	0
SRR4448735	1273198	0	1196663	40262	13009	1870	10550	78	46	4	11	32115	0	0	0	0	0	0	0	0
SRR4448736	1416269	0	1334451	40050	15762	2157	9233	125	72	16	29	35654	0	0	0	0	0	0	0	0
SRR4448737	959659	0	898168	32321	11766	1687	8237	85	48	5	9	24878	0	0	0	0	0	0	0	0
SRR4448738	1838185	0	1731963	50513	15486	2112	12675	134	70	11	27	46106	0	0	0	0	0	0	0	0
SRR4448739	3302348	0	3112817	73358	20595	2759	16698	280	117	27	69	103840	0	0	0	0	0	0	0	0
SRR4448740	825340	0	766568	33801	12031	1547	8167	76	38	6	17	21711	0	0	0	0	0	0	0	0
SRR4448741	1001920	0	938373	32153	11752	1695	8197	69	40	5	8	26766	0	0	0	0	0	0	0	0
SRR4448742	665168	0	618539	25665	9937	1407	6393	41	23	2	11	18824	0	0	0	0	0	0	0	0
SRR4448743	1106605	0	1032860	39977	13097	1807	9980	91	45	8	19	29771	0	0	0	0	0	0	0	0
SRR4448744	10773540	0	10307470	132694	29858	4582	35231	183	76	25	49	303836	0	0	0	0	0	0	0	0
SRR4448745	7413318	0	6956231	90375	29677	4322	20804	416	165	87	194	322898	0	0	0	0	0	0	0	0
SRR4448746	9698232	0	9281595	148123	33734	4658	39365	207	78	11	57	237831	0	0	0	0	0	0	0	0
SRR4448747	3639705	0	3301901	41026	13665	1920	9511	287	70	26	101	284102	0	0	0	0	0	0	0	0
SRR4448748	9837182	0	9423822	154284	30583	4079	42472	267	126	26	59	219712	0	0	0	0	0	0	0	0
SRR4448749	2848874	0	2669526	28156	10988	1400	5682	101	42	14	40	143467	0	0	0	0	0	0	0	0
SRR4448750	1313245	0	1174339	18803	6930	891	3904	104	29	6	43	115941	0	0	0	0	0	0	0	0
SRR4448751	1857769	0	1642320	26481	8602	1109	5997	146	37	8	54	180998	0	0	0	0	0	0	0	0
SRR4448752	989446	0	919925	31172	11850	1847	7878	85	47	4	14	33975	0	0	0	0	0	0	0	0
SRR4448753	980169	0	912338	32037	11496	1611	7903	78	35	5	16	31245	0	0	0	0	0	0	0	0
SRR4448754	1505608	0	1396657	24262	10484	4544	11165	67	13	6	32	77607	0	0	0	0	0	0	0	0
SRR4448755	523521	0	455436	9423	3892	617	2373	43	25	6	12	56341	0	0	0	0	0	0	0	0
SRR4448756	1040485	0	968464	30054	11626	1773	7431	60	39	7	13	38137	0	0	0	0	0	0	0	0
SRR4448757	667294	0	625811	19783	9039	1574	5137	66	41	9	15	19387	0	0	0	0	0	0	0	0
SRR4448758	776010	0	724179	25541	10550	1522	6121	60	43	11	15	23748	0	0	0	0	0	0	0	0
SRR4448759	1191976	0	1114996	36553	12529	1834	9180	86	46	8	19	35195	0	0	0	0	0	0	0	0
SRR4448760	1204234	0	1123023	35263	12560	1727	8776	96	44	8	19	41423	0	0	0	0	0	0	0	0
SRR4448761	715469	0	661070	17664	10589	1513	3518	67	40	9	17	33720	0	0	0	0	0	0	0	0
SRR4448762	947655	0	883662	29338	11306	1632	7078	71	40	4	11	31376	0	0	0	0	0	0	0	0
SRR4448763	839831	0	780523	27712	10922	1657	6875	75	45	9	21	26260	0	0	0	0	0	0	0	0
SRR4448764	351365	0	323522	18613	7063	1046	4715	45	24	6	16	7627	0	0	0	0	0	0	0	0
SRR4448765	81400	0	45844	6707	2567	449	1829	28	15	3	10	28102	0	0	0	0	0	0	0	0
SRR4448766	1307746	0	1213430	52278	13672	1773	13720	118	49	7	24	38380	0	0	0	0	0	0	0	0
SRR4448767	209521	0	167021	9441	4761	867	2475	112	50	32	70	31507	0	0	0	0	0	0	0	0
SRR4448768	697890	0	653251	29628	11672	2060	7523	74	42	15	23	12752	0	0	0	0	0	0	0	0
SRR4448769	629634	0	582806	27783	9588	1350	6524	156	44	17	56	15972	0	0	0	0	0	0	0	0
SRR4448770	1393092	0	1314582	41194	13302	1797	9969	76	42	9	11	31212	0	0	0	0	0	0	0	0
SRR4448771	1144649	0	1078726	41608	13628	2387	10871	107	66	42	68	21473	0	0	0	0	0	0	0	0
SRR4448772	844130	0	793066	29598	9736	1381	7433	78	41	7	14	17919	0	0	0	0	0	0	0	0
SRR4448773	6278366	0	5736871	94884	29161	5755	26210	936	486	404	741	417930	0	0	0	0	0	0	0	0
SRR4448774	722833	0	658278	46493	7212	1027	11879	80	36	4	14	14368	0	0	0	0	0	0	0	0
SRR4448775	729813	0	666156	38128	9111	1372	9543	156	78	45	87	22520	0	0	0	0	0	0	0	0
SRR4448776	754187	0	702246	26534	10932	1397	5966	111	50	9	24	21562	0	0	0	0	0	0	0	0
SRR4448777	800239	0	735199	32730	9558	1196	8253	82	42	11	19	28728	0	0	0	0	0	0	0	0
SRR4448778	909432	0	835465	42969	12337	1664	11000	145	68	23	53	26002	0	0	0	0	0	0	0	0
SRR4448779	461994	0	414964	24847	6738	951	6898	89	29	6	38	20315	0	0	0	0	0	0	0	0
SRR4448780	342614	0	282216	8387	3489	617	2311	77	21	12	45	50868	0	0	0	0	0	0	0	0
SRR4448781	395023	0	363449	21108	6522	1207	5968	41	18	6	11	9499	0	0	0	0	0	0	0	0
SRR4448782	6717089	0	6418197	105302	28212	3936	25566	190	72	8	36	167233	0	0	0	0	0	0	0	0
SRR4448783	768307	0	719451	27881	10560	1507	6392	90	37	6	17	17129	0	0	0	0	0	0	0	0
SRR4448784	8902783	0	8602132	129769	28031	3780	33668	310	113	17	76	139695	0	0	0	0	0	0	0	0
SRR4448785	17466443	0	16409386	170526	42432	5932	41080	577	216	109	282	797131	0	0	0	0	0	0	0	0
SRR4448786	742474	0	676974	29307	9489	1401	7564	101	48	12	24	32800	0	0	0	0	0	0	0	0
SRR4448787	11002606	0	10448897	132944	30539	3877	31688	317	98	17	85	386697	0	0	0	0	0	0	0	0
SRR4448788	6694864	0	6305743	109656	26413	3740	26943	196	83	19	63	253140	0	0	0	0	0	0	0	0
SRR4448789	8269231	0	7904150	109343	25392	3962	28233	139	60	11	32	234079	0	0	0	0	0	0	0	0
SRR4448790	5620055	0	5273627	51901	17123	2473	11733	216	56	12	83	278931	0	0	0	0	0	0	0	0
SRR4448791	6755270	0	6478048	83074	26478	3780	19719	222	95	21	64	168547	0	0	0	0	0	0	0	0
SRR4448792	606307	0	561807	24212	12293	5720	12045	23	9	2	9	17036	0	0	0	0	0	0	0	0
SRR4448793	8681668	0	8287409	128705	30994	4291	32361	254	100	16	55	237332	0	0	0	0	0	0	0	0
SRR4448794	252243	0	230051	16357	4626	662	4556	36	16	3	7	4851	0	0	0	0	0	0	0	0
SRR4448795	1223196	0	1136011	36219	12382	1849	9404	75	38	6	15	44657	0	0	0	0	0	0	0	0
SRR4448796	524822	0	486681	26079	10365	1496	6185	62	39	10	12	9847	0	0	0	0	0	0	0	0
SRR4448797	19450145	0	18692330	192222	36195	4357	48684	377	135	22	81	468188	0	0	0	0	0	0	0	0
SRR4448798	16504038	0	15806162	192516	30874	3742	50524	277	94	17	68	446106	0	0	0	0	0	0	0	0
SRR4448799	1399799	0	1323317	43748	12527	2102	12045	79	35	8	19	29942	0	0	0	0	0	0	0	0
SRR4448800	14283924	0	13676743	166799	28904	3737	45416	235	78	12	58	393344	0	0	0	0	0	0	0	0
SRR4448801	19369121	0	18548669	205291	33452	4125	53197	332	106	24	98	550842	0	0	0	0	0	0	0	0
SRR4448802	1114267	0	966796	19072	6300	871	4640	128	35	10	41	125190	0	0	0	0	0	0	0	0
SRR4448803	4398506	0	4022369	36671	13069	1730	7563	146	49	11	43	326964	0	0	0	0	0	0	0	0
SRR4448804	6208183	0	5875260	103557	22604	4182	28885	392	190	132	259	201307	0	0	0	0	0	0	0	0
SRR4448805	944717	0	879045	34942	10023	1303	8972	81	35	8	21	26666	0	0	0	0	0	0	0	0
SRR4448806	2702888	0	2541968	30590	11352	1572	6823	146	42	12	68	122386	0	0	0	0	0	0	0	0
SRR4448807	1692673	0	1571733	23661	8604	1244	5823	76	35	7	28	92217	0	0	0	0	0	0	0	0
SRR4448808	2430898	0	2240621	29394	10905	1652	6182	108	31	13	46	154775	0	0	0	0	0	0	0	0
SRR4448809	1058865	0	955228	16698	6538	1021	3889	82	26	6	25	82525	0	0	0	0	0	0	0	0
SRR4448810	441580	0	407396	20751	7934	1165	4901	56	34	10	13	11002	0	0	0	0	0	0	0	0
SRR4448811	630349	0	579942	34811	7679	1008	8631	51	29	4	8	13172	0	0	0	0	0	0	0	0
SRR4448812	830601	0	767399	30945	10710	1506	7557	86	33	4	21	28793	0	0	0	0	0	0	0	0
SRR4448813	1231782	0	1152897	36010	12754	1694	8706	97	44	14	27	37266	0	0	0	0	0	0	0	0
SRR4448814	1317966	0	1225521	37486	13689	1780	8649	108	54	20	39	49534	0	0	0	0	0	0	0	0
SRR4448815	386049	0	358511	12815	5766	886	3294	40	21	6	12	13021	0	0	0	0	0	0	0	0
SRR4448816	659672	0	611775	25794	7547	893	6319	50	20	3	10	19073	0	0	0	0	0	0	0	0
SRR4448817	761645	0	706175	28453	10743	1492	6714	80	40	6	15	23528	0	0	0	0	0	0	0	0
SRR4448818	1081497	0	1005805	36146	11456	1552	8911	92	52	8	20	35099	0	0	0	0	0	0	0	0
SRR4448819	1055904	0	982266	29688	12830	1813	6570	101	52	14	31	38924	0	0	0	0	0	0	0	0
SRR4448820	1278676	0	1209095	30888	12121	1683	7259	88	49	14	21	33584	0	0	0	0	0	0	0	0
SRR4448821	466219	0	426178	23814	6868	916	6237	67	25	4	15	14151	0	0	0	0	0	0	0	0
SRR4448822	1279637	0	1194532	36770	12679	1780	9082	89	50	6	14	44266	0	0	0	0	0	0	0	0
SRR4448823	1033111	0	959269	32372	11368	1650	8118	81	40	4	7	37031	0	0	0	0	0	0	0	0
SRR4448824	12809137	0	12234341	179473	26311	3281	45775	222	71	17	51	362179	0	0	0	0	0	0	0	0
SRR4448825	2033873	0	1666534	26103	8272	1187	6664	157	48	12	62	332394	0	0	0	0	0	0	0	0
SRR4448826	2706986	0	2487755	29965	10358	1317	6801	119	42	11	43	179807	0	0	0	0	0	0	0	0
SRR4448827	9456941	0	9088605	149207	28981	3600	40285	303	119	20	72	181280	0	0	0	0	0	0	0	0
SRR4448828	628701	0	484313	13345	4957	765	3355	117	39	29	80	128323	0	0	0	0	0	0	0	0
SRR4450086	1507508	0	1428469	30632	15497	2333	6517	119	57	18	35	42144	0	0	0	0	0	0	0	0
SRR4450087	1870264	0	1770444	47364	17277	2450	11527	111	62	16	28	45261	0	0	0	0	0	0	0	0
SRR4450088	2385627	0	2270424	35593	17921	2655	7500	98	59	12	23	69214	0	0	0	0	0	0	0	0
SRR4450089	1935796	0	1823310	42393	16164	2919	11338	69	46	9	11	64725	0	0	0	0	0	0	0	0
SRR4450090	3012241	0	2856547	57212	18311	3386	16203	100	52	15	28	85983	0	0	0	0	0	0	0	0
SRR4450091	1431336	0	1350049	37016	14545	2084	8943	102	55	6	16	38058	0	0	0	0	0	0	0	0
SRR4450092	2220099	0	2108337	46203	16292	2391	11880	92	52	9	16	57044	0	0	0	0	0	0	0	0
SRR4450093	1443866	0	1366307	35022	14975	2337	8447	77	45	7	15	36095	0	0	0	0	0	0	0	0
SRR4450094	1607814	0	1496651	29062	14355	1935	6169	106	44	10	28	77005	0	0	0	0	0	0	0	0
SRR4450095	1806731	0	1696018	42421	16272	2490	10424	102	45	9	18	62402	0	0	0	0	0	0	0	0
SRR4450096	1962257	0	1854518	42429	16718	2643	10813	104	60	8	22	56414	0	0	0	0	0	0	0	0
SRR4450097	3469932	0	3291454	61642	20749	3194	16075	149	61	14	38	104835	0	0	0	0	0	0	0	0
SRR4450098	902072	0	768007	17171	6495	1041	4463	66	25	8	24	113327	0	0	0	0	0	0	0	0
SRR4450099	3007793	0	2857453	66269	20183	3374	17934	129	76	12	28	71414	0	0	0	0	0	0	0	0
SRR4450100	1097021	0	1021388	32027	12883	1979	7876	98	56	8	17	37789	0	0	0	0	0	0	0	0
SRR4450101	108592	0	71140	5921	2871	552	1695	64	23	6	19	30716	0	0	0	0	0	0	0	0
SRR4450102	329881	0	300617	16866	5070	823	4320	58	24	9	31	10834	0	0	0	0	0	0	0	0
SRR4450103	128748	0	117548	7956	4066	1408	3396	22	6	2	10	2439	0	0	0	0	0	0	0	0
SRR4450104	2462146	0	2321043	71537	15592	2076	19865	125	61	15	31	61477	0	0	0	0	0	0	0	0
SRR4450105	1641633	0	1543140	49402	14743	2124	13306	94	55	9	21	41526	0	0	0	0	0	0	0	0
SRR4450106	1973134	0	1861304	52243	16238	2055	12775	111	59	12	29	50683	0	0	0	0	0	0	0	0
SRR4450107	1927487	0	1826919	41430	16491	2340	9703	122	65	15	29	49931	0	0	0	0	0	0	0	0
SRR4450108	1736384	0	1631141	46539	17674	2694	11225	147	85	21	44	51522	0	0	0	0	0	0	0	0
SRR4450109	1337943	0	1246845	42524	15480	2150	10281	130	61	12	36	42792	0	0	0	0	0	0	0	0
SRR4450110	2008335	0	1903862	38939	16963	2306	8704	124	72	11	26	55859	0	0	0	0	0	0	0	0
SRR4450111	1943377	0	1840478	44368	17036	2386	10403	113	58	10	28	49342	0	0	0	0	0	0	0	0
SRR4450112	2083709	0	1976665	37613	17382	2361	7953	110	64	6	15	59634	0	0	0	0	0	0	0	0
SRR4450113	1982644	0	1874104	45167	16893	2419	10856	145	80	30	51	54481	0	0	0	0	0	0	0	0
SRR4450114	2100293	0	1988356	40951	19222	2743	8829	151	86	23	44	61526	0	0	0	0	0	0	0	0
SRR4450115	1996187	0	1898067	35038	17266	2516	7174	133	67	11	27	53428	0	0	0	0	0	0	0	0
SRR4450116	3417111	0	3221264	87488	18721	2904	24434	261	130	73	152	95161	0	0	0	0	0	0	0	0
SRR4450117	1916963	0	1803249	46805	16743	2445	11458	119	58	10	34	58178	0	0	0	0	0	0	0	0
SRR4450118	1797522	0	1695658	41354	16472	2391	9845	114	51	10	30	53815	0	0	0	0	0	0	0	0
SRR4450119	2162332	0	2043864	46403	18348	2714	11110	181	94	23	50	62283	0	0	0	0	0	0	0	0
SRR4450120	1838186	0	1733356	40554	17777	2625	9147	147	79	18	38	55809	0	0	0	0	0	0	0	0
SRR4450121	1531166	0	1427674	53350	13790	2055	14586	144	74	38	72	42762	0	0	0	0	0	0	0	0
SRR4450122	2075583	0	1965872	49461	18119	2799	12320	180	84	24	57	51999	0	0	0	0	0	0	0	0
SRR4450123	2256420	0	2128208	48577	17743	2690	12180	148	72	12	26	69791	0	0	0	0	0	0	0	0
SRR4450124	2404013	0	2271348	67961	17798	2640	16441	223	116	43	85	54135	0	0	0	0	0	0	0	0
SRR4450125	1819500	0	1718952	42834	16244	2373	10491	110	72	17	26	47978	0	0	0	0	0	0	0	0
SRR4450126	1937969	0	1837064	35308	16913	2656	8000	125	71	11	25	53491	0	0	0	0	0	0	0	0
SRR4450127	2162474	0	2055307	44744	18029	2840	10201	190	102	34	70	51133	0	0	0	0	0	0	0	0
SRR4450128	2704748	0	2568859	58546	18698	2735	13666	144	81	13	27	65026	0	0	0	0	0	0	0	0
SRR4450129	2217103	0	2109850	38624	17769	2486	8308	130	70	14	31	57757	0	0	0	0	0	0	0	0
SRR4450130	2017998	0	1908000	46937	16192	2268	10638	113	67	13	24	53682	0	0	0	0	0	0	0	0
SRR4450131	1685842	0	1599974	35744	15742	2374	7887	99	49	3	8	41131	0	0	0	0	0	0	0	0
SRR4450132	2475121	0	2352148	40309	18681	2670	8753	149	77	13	32	71106	0	0	0	0	0	0	0	0
SRR4450133	1991500	0	1869117	41021	16605	2505	9879	124	66	11	26	69185	0	0	0	0	0	0	0	0
SRR4450134	2673368	0	2527651	52674	19347	3027	13391	141	81	14	33	82123	0	0	0	0	0	0	0	0
SRR4450135	2123755	0	1986254	54234	13016	1821	14062	195	72	28	82	75387	0	0	0	0	0	0	0	0
SRR4450136	2030113	0	1913237	47226	17141	2558	11648	184	103	51	85	61724	0	0	0	0	0	0	0	0
SRR4450137	2400574	0	2287407	53864	17816	2403	12926	127	59	10	31	50166	0	0	0	0	0	0	0	0
SRR4450138	87699	0	77696	7583	2831	1589	4210	31	12	4	12	1583	0	0	0	0	0	0	0	0
SRR4450139	2538414	0	2383383	52967	18117	2681	13418	129	59	12	26	94218	0	0	0	0	0	0	0	0
SRR4450140	584288	0	543292	24762	6410	892	6647	78	34	8	32	12847	0	0	0	0	0	0	0	0
SRR4450141	117131	0	95475	9069	3354	661	2656	45	23	13	27	11985	0	0	0	0	0	0	0	0
SRR4450142	333908	0	308092	13599	4986	775	3412	52	18	5	15	10844	0	0	0	0	0	0	0	0
SRR4450143	2342570	0	2187078	58900	17903	2438	15045	178	87	25	50	85300	0	0	0	0	0	0	0	0
SRR4450144	2568327	0	2412066	73696	17609	2432	20311	218	121	66	121	73733	0	0	0	0	0	0	0	0
SRR4450145	2496756	0	2379791	39240	18967	2870	8472	116	67	9	24	68465	0	0	0	0	0	0	0	0
SRR4450146	1572589	0	1450954	70013	28798	4857	17008	674	309	102	231	44087	0	0	0	0	0	0	0	0
SRR4450147	1422251	0	1344566	34353	16130	2471	7654	166	92	29	49	36701	0	0	0	0	0	0	0	0
SRR4450148	1216673	0	1138417	38498	14608	2141	8867	136	59	10	27	34423	0	0	0	0	0	0	0	0
SRR4450149	1534742	0	1411089	65720	24395	3881	16488	559	242	87	196	51348	0	0	0	0	0	0	0	0
SRR4450150	1518665	0	1390449	53182	12568	1924	15022	208	103	59	131	69690	0	0	0	0	0	0	0	0
SRR4450151	1936250	0	1843943	38250	16229	2375	8133	105	55	9	17	45810	0	0	0	0	0	0	0	0
SRR4450152	1518264	0	1433367	42156	14693	2193	10832	116	59	11	24	37132	0	0	0	0	0	0	0	0
SRR4450153	1910778	0	1770555	65916	18346	2645	17225	260	105	33	75	66331	0	0	0	0	0	0	0	0
SRR4450154	1665191	0	1570209	46573	15747	2108	11280	109	59	17	29	41066	0	0	0	0	0	0	0	0
SRR4450155	1740759	0	1644861	48901	15879	2262	12268	94	47	8	23	40069	0	0	0	0	0	0	0	0
SRR4450156	1716692	0	1603231	45719	15497	2391	11753	142	70	28	56	61669	0	0	0	0	0	0	0	0
SRR4450157	1656639	0	1543900	65493	14805	2006	18271	118	55	17	34	42376	0	0	0	0	0	0	0	0
SRR4450158	1881761	0	1765326	53011	15966	2173	13643	98	59	15	24	55563	0	0	0	0	0	0	0	0
SRR4450159	2138348	0	2013080	55575	16661	2327	14395	146	79	18	34	60792	0	0	0	0	0	0	0	0
SRR4451087	1878178	0	1772463	50483	15304	1997	12926	116	63	15	22	47415	0	0	0	0	0	0	0	0
SRR4451088	1675421	0	1579068	43595	15377	2188	10676	104	51	11	25	47604	0	0	0	0	0	0	0	0
SRR4451089	854617	0	794214	35923	12962	1749	8787	90	45	6	12	21976	0	0	0	0	0	0	0	0
SRR4451090	779484	0	723332	30100	11887	1540	7036	79	43	8	16	21985	0	0	0	0	0	0	0	0
SRR4451091	712332	0	665143	25017	11113	1495	5686	90	49	7	16	18259	0	0	0	0	0	0	0	0
SRR4451092	933843	0	869974	34971	11474	1610	8551	79	47	6	11	24491	0	0	0	0	0	0	0	0
SRR4451093	1361994	0	1280697	43538	15010	1979	10616	108	56	9	23	31680	0	0	0	0	0	0	0	0
SRR4451094	1577533	0	1476157	42621	14800	1917	10080	94	53	12	25	52589	0	0	0	0	0	0	0	0
SRR4451095	3971667	0	3728613	110323	20217	3011	26506	424	184	99	216	115789	0	0	0	0	0	0	0	0
SRR4451096	894480	0	832631	36942	12512	1677	9530	89	48	7	16	21403	0	0	0	0	0	0	0	0
SRR4451097	1156005	0	1079211	41470	13274	1851	10680	147	74	24	46	31300	0	0	0	0	0	0	0	0
SRR4451098	2175195	0	2057302	63685	15950	2123	17099	114	55	7	21	45432	0	0	0	0	0	0	0	0
SRR4451099	782657	0	729041	32845	11801	1504	7876	77	45	7	12	17327	0	0	0	0	0	0	0	0
SRR4451100	1053849	0	988450	35117	12340	1811	9166	72	45	5	14	26019	0	0	0	0	0	0	0	0
SRR4451101	882785	0	824337	30518	10963	1542	7598	91	49	8	18	23548	0	0	0	0	0	0	0	0
SRR4451102	958083	0	893316	28639	11027	1635	7134	72	38	5	12	31783	0	0	0	0	0	0	0	0
SRR4451103	1870625	0	1759242	46481	17029	2275	10942	95	49	10	21	57306	0	0	0	0	0	0	0	0
SRR4451104	557714	0	513670	21961	9502	1283	4793	85	51	9	17	17870	0	0	0	0	0	0	0	0
SRR4451105	1002342	0	941011	31626	11903	1721	8157	77	45	9	17	25951	0	0	0	0	0	0	0	0
SRR4451106	1055882	0	986494	35988	11858	1531	8908	80	40	4	15	29629	0	0	0	0	0	0	0	0
SRR4451107	1316130	0	1231208	35100	13047	1731	8356	83	46	7	17	43183	0	0	0	0	0	0	0	0
SRR4451108	1107188	0	1031419	32581	12518	1712	7542	96	56	12	23	37022	0	0	0	0	0	0	0	0
SRR4451109	1162189	0	1085207	40764	13627	1756	9765	85	47	9	17	30954	0	0	0	0	0	0	0	0
SRR4451110	1235974	0	1155419	37410	14593	1892	8265	119	55	11	30	37279	0	0	0	0	0	0	0	0
SRR4451111	1331749	0	1244088	46963	13365	1788	11049	80	43	5	9	34933	0	0	0	0	0	0	0	0
SRR4451112	836908	0	781597	28066	11014	1649	7140	71	42	6	13	23783	0	0	0	0	0	0	0	0
SRR4451113	932574	0	862847	45833	12597	1605	10872	84	44	6	13	19805	0	0	0	0	0	0	0	0
SRR4451114	1458013	0	1378583	40295	13691	1918	10467	99	55	6	14	33822	0	0	0	0	0	0	0	0
SRR4451115	1002715	0	934337	37158	11744	1712	8933	93	53	10	19	26625	0	0	0	0	0	0	0	0
SRR4451116	995912	0	932643	31630	12003	1661	7780	70	45	5	6	27225	0	0	0	0	0	0	0	0
SRR4451117	3488463	0	3270653	82661	20125	3160	19324	503	243	157	302	121083	0	0	0	0	0	0	0	0
SRR4451118	705312	0	655402	28756	11691	1532	6678	69	38	7	18	18085	0	0	0	0	0	0	0	0
SRR4451119	751561	0	701394	30695	10974	1508	7680	67	36	4	15	16776	0	0	0	0	0	0	0	0
SRR4451120	1227487	0	1150206	38306	12708	1703	9849	90	50	11	20	34184	0	0	0	0	0	0	0	0
SRR4451121	916239	0	854527	29744	12968	1794	6761	85	48	9	17	28375	0	0	0	0	0	0	0	0
SRR4451122	1424853	0	1339554	40582	15055	2041	9707	91	52	10	17	39956	0	0	0	0	0	0	0	0
SRR4451123	1289034	0	1207838	40481	12878	1752	9886	91	48	7	19	34272	0	0	0	0	0	0	0	0
SRR4451124	3542409	0	3346430	104782	16659	2031	30021	216	66	10	56	76759	0	0	0	0	0	0	0	0
SRR4451125	2377775	0	2254391	56133	15996	2271	14259	110	56	13	24	60159	0	0	0	0	0	0	0	0
